properties{
  width = 32,
  height = 16,
  pattern = "house.entrance_dark.top",
}

tile{
  layer = 1,
  x = 64,
  y = 104,
  width = 64,
  height = 56,
  pattern = "house_tree.roof",
}

