properties{
  x = 184,
  y = 72,
  width = 8,
  height = 24,
  pattern = "house.roof_red.top.4",
}

tile{
  layer = 1,
  x = 128,
  y = 72,
  width = 8,
  height = 24,
  pattern = "house.roof_red.top.3",
}

tile{
  layer = 1,
  x = 184,
  y = 64,
  width = 24,
  height = 8,
  pattern = "house.roof_red.corner.2",
}

tile{
  layer = 1,
  x = 112,
  y = 72,
  width = 8,
  height = 32,
  pattern = "house.roof_red.3",
}

tile{
  layer = 1,
  x = 192,
  y = 96,
  width = 8,
  height = 24,
  pattern = "house.roof_red.corner.4b",
}

tile{
  layer = 1,
  x = 112,
  y = 104,
  width = 8,
  height = 24,
  pattern = "house.roof_red.corner.3",
}

tile{
  layer = 1,
  x = 200,
  y = 104,
  width = 8,
  height = 24,
  pattern = "house.roof_red.corner.4",
}

tile{
  layer = 1,
  x = 144,
  y = 104,
  width = 32,
  height = 16,
  pattern = "9",
}

